Sid,XKSid,YDSid,XKZZ,YDZZ
113,,1316:870:948:610:74:870:521:1316:661:559,,滋补肝肾活血行经美容乌发|帮助人体更好地吸收牛奶中的维生素B12|可滋阴补肾|可辅助治疗尿血、清热解毒|可补气安神|可利于吸收维生素B12|可补肾补血|可美容乌发|可补肝益肾|可营养丰富
168,1047:1048,276:1499,腹胀|一起吃会肠绞痛,增加抵抗力|清肝去火
164,1048,324:120:672:667,引起结肠癌,补钙|适宜慢性肝炎|提高维生素B12的吸收率|提高维生素B12的吸收率
184,,,,
158,750:939:763:778,31:238:868:950:245:867,影响营养素的吸收|缓解脚气病，利尿|同食会引起中毒|会危害健康,改善脾虚腹泻和水肿|消除全身水肿|可补肾滋阴、活血利尿|可健脾利湿、补血|可润肤、止咳、减肥|可止泻
162,,,,
180,,,,
177,,,,
180,,,,
120,301:347:301:263:1318:983:327:247:310:263,287:410:271:314:340:434:185:226:428:243:1040:986:950:942:948:956:412:276:986:935:908:1232:357:954:698:1015:558:407:414:418:400:185:1068:981:1017:955:164:395:191:997:763:992:418:407:323:287:314:942:961:951:939:930:428:236:698:311:1069:1040:930:950:961:951:984:414,会影响钙吸收|易形成结石|菠菜中的草酸与豆府中的钙形成草酸钙，使人体的钙无法吸收|形成草酸钙，造成了对钙的吸收困难，导致人体内钙质的缺乏|易导致腹泻|增加蛋白质的吸收率|会形成结石|会易结石、补钙、降血压|会破坏营养素|会影响钙吸收,可增强机体免疫力|可促进血液循环|可治疗便秘、清热散血|可美白护肤、清肝利胆|可防止尿酸结石|可清热解毒|可促进吸收|可补脾健胃|可均衡营养、降血压|可降血脂|可补气养血、美容养颜|可滋阴润燥、健脾开胃|可解毒美容、温补脾胃、补充蛋白质|可增强免疫力|可提高营养吸收率|可补钙|可健脾养胃|可清热利尿|可滋阴润燥、健脾开胃|可加倍吸收钙|可利于钙的吸收|可消脂减肥|可润肺止咳|可降血压、降血脂、益胃健脾|可补铁补血|可利于消化|可减肥淡斑|可降血压、降血脂|可利于营养吸收|可健脾养胃、增加食欲|可降压降脂|有利于消化|促进钙的吸收|促进蛋白的吸收|补钙|增加蛋白质的吸收|适宜慢性肝炎|减肥健美|帮助人体吸收豆腐中的营养|蛋白质的吸收率|清热泻火、除烦、止渴|促进蛋白质的吸收|健脾养胃增加食欲|增加抵抗力|清热降压|清肺止咳|减肥健美|具有很好的进补和食疗功用。|可补气养血|可缓解更年期症状、消肿利湿|可有益补钙|可增强免疫|预防碘缺乏|减肥美容|补血|清肠排毒|可促进智力发育|去热寒|补中调胃利水消肿促进骨骼发育|补充钙质|补钙|清心润肺健脾利胃|增加蛋白质的吸收|增加蛋白质的吸收
138,263:1318,961:185:1444,影响钙质的吸收|有损听力，腹泻,补钙|有利于消化|可和胃补肾
135,263:1318,961:185:396:690,影响钙质的吸收|有损听力，腹泻,补钙|有利于消化|抗疲劳|可提高人体免疫力
137,1318,961:185,有损听力，腹泻,补钙|有利于消化
129,263:1318,961:185,影响钙质的吸收|有损听力，腹泻,补钙|有利于消化
133,263,,影响钙质的吸收,
444,394:185:858:185:195:975,956:935:1499:226:500:1232:71:881:573:423:243:268:943:1232:573:423,营养维生素的吸收|会导致甲状腺肿大|会导致腹泻|会导致甲状腺肿|会破坏维生素C|身体不适,可治疗腹泻|可治疗腹泻|可治疗小儿下痢|可调理肠胃|可润肠通便|可防癌、抗老化|可温中下气|可开胃消食、润肠排毒|可防止铅中毒|可润肺止咳|可助消化|可保护心脏|可治疗腹泻|防癌，抗老化|防止铅中毒|润肺止咳
573,355:97:97:355:601:881,1315:446:306:870:1165:661:514:444:94:870:1165:444,一起吃会使胃不适，感觉胀痛|一起吃会引起身体不适|会引起身体不适|会引起腹胀|会引起腹泻|会产生致癌物质,可润肠通便|防止铅中毒|可清热生津、润肺滑肠|可提高对维生素B12的吸收|可提高血清素含量、改善睡眠|可补益心神、养心安神|可美容养颜|可防止铅中毒|可防癌抗癌|提高维生素B12的吸收|提高血清素含量，改善睡眠|防止铅中毒
572,492:195:492:870:560,868:986:1318:348,影响消化|会破坏维生素C|会影响蛋白质吸收|会影响蛋白质吸收|会导致消化道溃疡,可促进食欲|可利于营养吸收|可清热解毒|可生津止渴
574,908:185:870:185,667:868:588,鸡蛋中的蛋白质与菠萝中的果酸结合，易使蛋白质凝固，影响消化|身体不适|身体不适|会破坏维生素C,可促进蛋白质吸收|可补虚填精、温中益气|可清热解暑、消食
558,97:243:532:680:97,870:492:63:120:870:881:643:1316:1315:559,会导致胃肠不适|会破坏维生素C|会易上火|会胃肠不适|会肠胃不适,有助于维生素B12的吸收|可补虚养血|可祛斑美肤|可减肥淡斑|可促进维生素吸收、养心安神|可助消化、解渴安神|可预防贫血|可利咽润肺|可解渴除烦|可美白肌肤
492,690:690:615:572:195:1053:572:252:195,276:1318:803:86:558:1482:226:311:276:738:680:667:1499,山楂含维生素C丰富，猪肝含有较多的铜、铁、锌等金属微量元素；维生素C遇到金属离子，则加速氧化，会使维生素C和金属都遭到破坏|会破坏维生素C|会引起消化不良、腹痛、腹胀|会影响蛋白质吸收|会破坏维生素C|不易消化|影响消化|身体不适|胡萝卜富含维生素C分解酶，若含有丰富的维生素C的山楂与含有维生素C分解酶的食物同用，维生素C则易被分解破坏,可促进消化|可治疗小儿伤食、疳积|可补益气血、养胃消食|可减肥降脂|可补虚养血|可消食健胃、瘦身减肥|可降血压|可降血脂、消食、通便|可开胃消食|可促进吸收|可均衡营养|可滋阴润燥、化食消积|补肝益肾
463,682:1021:858:667:763:1021:610:595,622:357:661:1318:1315:1315:556:335:423:1318:689,伤肾脏|二者一起吃，伤人肠胃|损伤脾胃|伤肾脏|会导致消化不良|会引起腹泻、损伤肠胃|会损伤胃、导致腹泻|会引起腹胀,可清热解毒|可止咳去痰|可均衡营养|可缓解咳嗽|可清热化痰|补充津液|可润肺止咳|可化痰平喘|可润肤美白|缓解咳嗽|清热润肺、助消化
517,682:243:195:667,689,腹痛|身体不适|身体不适|腹痛,润肺
514,816:817:919:822:923:1318:868:868,573:1232,食则拉痢|食则拉痢|一起吃会引起中毒，可以用地浆水治疗|腹泻|中毒|有损五脏|一起吃会引起痢疾，可以用鸡屎白治疗|会引起腹泻,可美容养颜|可清热利尿、姜汤降压
613,870:243:870,517:86:881:1318:559:357,影响消化吸收，出现腹胀、腹痛、腹泻|会破坏维生素C|会引起腹胀、腹痛、腹泻,可均衡营养|可抑制癌细胞|可促进肠道健康|可清热生津、润燥止渴|可预防关节磨损|可清热和胃
571,195:243,868,会破坏维生素C|会破坏维生素C,可补肺、下气、消痰止咳
583,256:263,667:868,身体不适|会易致黄疸,可止鼻血|可强脾胃、生津液
610,434:463:185:97:434:1053:1031:1058:1057:1500:1019:541:908:386:1064:1021:1020:428:1053:321:858:1002:97:94:858,667:113,影响钙的吸收|会损伤胃、导致腹泻|会降低营养价值|会造成胃溃疡|会不利消化|会引起腹痛、恶心|会引起肠胃不适|会阻碍营养消化吸收|腹胀|消化不良|寒凉腹泻|身体不适|腹泻、生结石|胃出血或胃溃疡|腹泻|一起吃会生病、中毒|寒凉腹泻|胃肠不适|不易消化|同食容易易伤胃。|一起吃严重会导致死亡|腹泻|腹胀|吃了土豆，人的胃里会产生大量盐酸，如果再吃柿子，柿子在胃酸的作用下会产生沉淀，既难消化，又不易排出|严重会导致死亡,可滋补身体|可辅助治疗尿血、清热解毒
582,,,,
541,1019:1021:1020:1053:94:610:618:226:1053:94,1315:357,刺激肠胃|刺激胃肠，出现腹痛、恶心、呕吐等症状|刺激肠胃|不易消化|一起吃会引起中毒，可以用韭菜水解毒|身体不适|影响营养素的吸收|影响营养素的吸收|会引起腹痛、恶心|会引起中毒,可生津止渴、镇静安神|可增加食欲
534,185:1002:1017:1002:1067:1021,350:31:1318:1499:559:86:1499,会导致甲状腺肿|会刺激肠胃道|降低蛋白质的营养价值|身体不适|身体不适|身体不适,可补虚养身|可消除疲劳|可治感冒|可补血养肝|可预防贫血、排毒养颜|可健脾利湿|可补血
532,243:558:752,423:1318,会破坏维生素C|会易上火|会破坏维生素C,可补虚强身|可补中益气
601,1067:992:763:1002:611:763:573:1007,667:311:195:155:1232:1469:935,腹痛、腹泻、恶心|引起胃肠不适|伤元气|腹痛、腹泻、恶心|身体不适|会导致腹胀、腹泻、腹痛|会引起腹泻|会导致呕吐、头晕、恶心,可补铁利尿|可利尿消肿|可美肌润肤|可清热解暑|可生津止渴、清新口气|可生津止渴|可补虚损、祛风湿
248,1067:1002:245,961:1064:410:418:870:653:667:1058:653:870:521:800:66,腹痛头晕，食物中毒|腹痛头晕，食物中毒|会降低营养价值,补气养血|通乳汁|降脂降压|降压减脂|美容养颜|对缓解高血压冠心病有一定的疗效|可有助于蛋白质吸收|可补肝肾|可促进消化|可消除疲劳、润肤养颜、降血糖、降血压|可均衡营养|可治风湿、关节炎|可预防冠心病和糖尿病
615,243:492:1036,1002:870:1499,会破坏维生素C|会引起消化不良、腹痛、腹胀|会产生有毒物质,可消热去燥、增进食欲|可清热解毒、润肠通便|可补血养颜
589,,238,,泻肺火
556,1021,463:627,会引起腹泻、损伤胃肠,可润肺止咳|可强腰健骨、消除疲劳
578,,908:908:335:630:653:74:1500:1499:1232:560:867,,补气养血|可治血虚引起的头痛|可治疗失眠|可养胃滋补|可养心安神|可补血养心|可补脾胃、益心肺、滋肝肾|可补脾益肾、益气养心|可补血清热、预防贫血|可治疗痢疾|可补肝益肾、养心和胃
549,919,661:31:1499:661:1499,会对肠胃不利,可补肝肾、降血脂|可滋肝养肾|可乌发明目、护肤|可降血脂|可乌发明目、护肤
500,1500,870,心痛,滋养皮肤
616,,,,
600,1021:1020:1047:1048:27,31:1313,易导致腹泻|一起吃会引起中毒，可以用柑橘皮解毒|身体不适|一起吃会腹痛，可以用地浆水治疗|会引起腹痛,可消暑止渴、除烦利水|可清热排脓
563,,,,
587,688:869:776,1318:348,会引起中毒|会易中毒|会易中毒,可生津润燥、补中和胃|可营养丰富
614,,881,,壮骨，增加免疫力
489,,,,
560,,,,
588,,574:86:1318:1313,,可清热解暑、消食|可开胃消食、健脾益胃|可清热解毒、生津利水|可消暑利水
608,,,,
595,463,423,会引起腹胀,可润肺止咳
606,,611,,消火
612,,738,,可健脾开胃
531,,,,
607,,,,
560,,,,
618,541:1021:243:94:1002,292:293:311,影响营养素的吸收|产生砒霜会中毒|破坏维生素C的吸收|导致食欲不佳消化不良|产生砒霜会中毒,预防癌症促进血液循环|降血脂降血压|降血压降血脂健胃消食
559,1040:870,,影响维生素C的吸收|影响消化,
486,1021:858:667,1315:689:1318,引起腹泻、损伤肠胃|伤肾脏|伤肾脏,补充津液|清热润肺、助消化|缓解咳嗽
611,125:1257:276:238:247:296:601,606,身体不适|身体不适|身体不适|身体不适|身体不适|身体不适|身体不适,消火
587,,824:1482:1232:1499,,补肾|可养肝明目|可治疗遗精、小便频数|可治疗肝肾亏损、精血不足
590,1:243:185,667:423:1318,导致腹痛|影响消化|会破坏维生素C,可防癌抗癌|可生津止渴|可治伤风感冒
617,1021,500,身体不适,可预防贫血
577,,1232,,可降血脂
619,,,,
587,,,,
609,,,,
523,,,,
482,1021,,伤肠胃,
532,,,,
554,,,,
559,,,,
585,,,,
613,,,,
646,1021:1020:243:1021:243:1444,32:655:521:125:209:112:653:301:311:951:939:682:951:939:682:301,腹泻|一起吃易导致腹泻|一起吃易导致腹泻|会导致肠胃不适、腹泻|会导致腹泻|会降低营养价值,可健脾开胃|可改善小儿营养不良|可健脾、止血、补血|可润肤补虚、降糖降脂|可健脑益智|可丰胸美容|可助骨骼成长|可美白皮肤|可预防心血管疾病、降血压|可营养互补、健脾和胃|可有利营养吸收|可补血|有利于吸收营养|有利于营养的吸收|催乳|有利于维生素的吸收
642,1017,653:662:1496,会导致高钾血症,可养心安神、降血压、降血糖|可养心安神、降血压、降血糖|可补润五脏、安神
630,,63:868:868:268:578:63:690:71:803:1318,,防癌抗癌|增加抵抗力|可促进新陈代谢|可预防心血管|可养胃滋补|可调理脾胃|可促进营养物质的吸收|可防癌抗癌|可促进大脑发育|可治肺燥咳嗽、大便干结
622,112,935:348:661:521:694:125:633:661:463:335:311:348:311:661,会引起腹胀、消化不良,可降血糖|可止咳|可补肝益肾、促进大脑发育|可美容养颜|可补肾润肠|可增强免疫力|可促进大脑发育|可补脑益脑、润肠通便|可清热解毒|可消炎、止咳平喘|可降血压|有利于消化|润发明目养血|改善皮肤弹性，保持皮肤细腻
661,816:817:818:868,622:428:428:350:573:463:622:633:549:1499,严重会导致死亡|严重会导致死亡|影响维生素的吸收|一起吃严重会导致死亡,改善皮肤弹性，保持皮肤细腻|血液循环净化血液降低胆固醇|可益寿养颜|可预防骨质疏松|可补益心神、养心安神|可均衡营养|可补脑益脑、润肠通便|可补脑益脑、改善睡眠|可补肝肾、降血脂|可补肝肾、降血脂
633,627:627:627:689:86:74:667:667:672:74:689:352:682,622:661:870,一起吃会胃痛|会引起胃痛|会引起腹胀|会不利蛋白质吸收|会引起呕吐、腹泻|会引起呕吐、腹泻|会引起腹痛|一起吃会引起肚子痛|腹痛|腹泻、呕吐|影响蛋白质的吸收|身体不适|腹痛,可促进大脑发育|可补脑益脑、改善睡眠|可提高免疫力、营养互补
653,,646:620:620:1499:521:643:125:48:578:642:248:248:335:423:245:97:688:245:97:350,,可助骨骼成长|可收涩止带|可收涩止带|可清火明目|可促进血液循环、增进食欲|可调理身体|可滋阴益气、清热安神、降糖降压|可补肝益肾、丰肌润发|可养心安神|可养心安神、降血压、降血糖|对缓解高血压冠心病有一定的疗效|可促进消化|可清心镇静|可滋阴润肺、减肥、祛斑|可降血压、降脂、通便|可润肠通便|可补脾健胃|通便排毒|适合习惯性便秘和慢性肝炎患者|健脾补肾
643,,558:653:32,,可预防贫血|可调理身体|可健脾开胃、增强免疫力
521,1019:263:243:195:1002:870:945:1015,870:803:1499:627:263:32:627:12:86:412:867:113:112:86:1:74:653:622:646:248:245:238:350:276:939,一起吃容易患寒热病|易导致消化不良|会破坏维生素C|会减低营养价值|会中毒|影响蛋白质的吸收|令人腰腹作痛|一起吃会中毒,可补血、开胃、健脾|可补气养血|可补气养血|可补肾虚、治腰疼|可和胃安神|可健脾胃、补气血|可补益脾胃|可养心健脾|可美容养颜|可补血补气|可补血养颜|可补肾补血|可补血、降血脂|可补益心脾|可润燥安神|可健脾养胃|可促进血液循环、增进食欲|可美容养颜|可健脾、止血、补血|可均衡营养|可解毒止痛|可健脾养胃|可补血养颜|可清热润燥|可滋补暖胃、强心补血
655,763:763,1318:1313:646:1318:1313,可能会引起腹胀、胸闷等症。|会导致腹胀、胸闷,可驱蛔虫|可有效治疗血吸虫病。|可改善小儿营养不良|可治蛔虫病|可治血吸虫病
664,,,,
627,742:763:633:738:738:763:869,276:276:868:276:556:86:521,呕吐|二者都不易消化，同炖共炒都不相宜，甚至可能同吃还会引起呕吐|一起吃会胃痛|引起呕吐|栗子中的维生素易与牛肉中的微量元素发生反应，削弱栗子的营养价值，而且不易消化|会不易消化|会引起中毒,去除雀斑和黑眼圈|去除雀斑和黑眼圈|可补肾、补血、养身、健脾胃|可健脑益肾|可强腰健骨、消除疲劳|可健脾健胃|可补肾虚、治腰疼
620,,908:340:350:653:1315:627,,可治疗小儿腹泻|可润肺、防治高血压|可止血、收敛、养胃|可收涩止带|可治疗喘咳痰稀|可强身
650,,,,
666,,,,
580,,908,,补气养血
625,,,,
665,,,,
508,,,,
661,,428:622:113:549:1315,,可益寿养颜|可补肝益肾、促进大脑发育|可补肝益肾|可降血脂|可润肺、生津
529,,,,
548,,1485,,可清热润肺、化痰止咳
93,559,,一起吃会影响消化,
1168,,,,
56,1318,,影响消化吸收,
109,,301:301,,促进营养素的吸收|可养血润燥、滋补肝肾
90,,,,
3,,,,
1165,,,,
105,,,,
89,,,,
31,816:817:868,158:869:534:549:600:803:344,引起身体不适|引起身体不适|一起吃会引起身体不适,改善脾虚腹泻和水肿|可养胃补血|可消除疲劳|可滋肝养肾|可消暑止渴、除烦利水|可均衡营养|可养血益气
48,,653:1165:155:158:870:32:357,,可补肝益肾、丰肌润发|可降胆固醇、延缓衰老|可健脾胃、去暑热|可气血双补|可益气、补血、生津、健脾胃|可开胃益中、明目|可降胃火
74,633:1381,908:112:1316:697:268:247:578:1165:112:113:521:1316:351,腹泻、呕吐|会降低营养价值,体改蛋白质的吸收|有利于营养素的吸收|补虚补血|有助于睡眠|可生津止渴、降血脂、降血糖|可清热解暑|可补血养心|可降血压、降血糖|可健脾和胃、益气宽中|可补气安神|可健脾养胃|可补虚、补血|可有益健康
1,590:1318,63:350:83:521,导致腹痛|会引起身体不适,提高蛋白质的吸收|可辅助治疗小儿脾胃虚弱|可营养更全面|可润燥安神
63,1047:1048:97:1048,399:559:112:293:300:881:630:558:293:350:866:268:908:178:350:1:908:630,身体不适|一起吃容易中毒，用地浆水可以解毒|会造成腹胀|会引起中毒,可通便排毒|可促进维生素吸收|可提高营养价值|可健脾益胃、助消化|可通便利尿|可健胃消食|可调理脾胃|可祛斑美肤|可健脾益胃、助消化|可增强人体免疫力|防治神经衰弱|可生津止渴、降血糖、降血脂|可减少胆固醇|玉米粥对于脾胃虚弱、尿频遗精、动脉硬化、冠心病、高血脂、高血压病人有着很好的食疗效果，适合这些患者长期食用，玉米粥配上点豇豆的食物效果更好。|吸收更多的营养素|提高蛋白质的吸收|防止胆固醇过高|防癌抗癌
88,,,,
86,428,763:939:350:245:418:423:492:613:158:588:521:627:32:1473:627,会引起淤血,可健脾补肾、益气补虚|可利尿消肿|可润肺益脾|可治疗脚气|可营养丰富、化痰理气、健脾除湿|可治脾胃虚弱、肺胃阴虚|可减肥降脂|可抑制癌细胞|可预防贫血|可开胃消食、健脾益胃|可补益心脾|可健脾健胃|可补脾除湿|可清热利湿|可健脾益胃、利湿止泻
1165,1313,1006:1067:1066:1002:573:155:1002:350:245:573:48:74:870:559,会易腹胀,护心解毒|护心解毒|护心解毒|护心解毒|提高血清素含量，改善睡眠|控制血糖含量|护心解毒|可健身益寿|可降低血糖|可提高血清素含量、改善睡眠|可降胆固醇、延缓衰老|可降血压、降血糖|可营养丰富|可预防胆结石
158,778:776:667:238:776,868:869:939:951:245:48:86:803:32,一起吃会引起中毒|一起吃会引起中毒，可以用鸡屎白治疗|会引起腹胀|会导致身体脱水|会导致水肿、腹痛、腹泻,可滋阴补肾|可利尿解毒|可祛湿消肿|可利水消肿|可润肤、止咳、减肥|可气血双补|可预防贫血|可均衡营养|可益脾胃
91,,870,,可益气补血、健脾胃
92,,97:301:185:245:344,,减肥|可润燥养血、调养身体|可消食消肿、止咳化痰|可预防贫血|可健脾开胃、养血止泻
49,,,,
83,690:672:667,1,一起吃会影响消化|脱发|脱发,可营养更全面
79,1031,,会破坏维生素,
78,,,,
71,185,763:444:630:1316:866,会降低功效,可健脾益气|可温中下气|可防癌抗癌|可补气安神|可防治神经衰弱
32,,820:630:12:256:263:521:643:870:158:86:48:646:335:321:311:287:1031,,可治疗夜盲症|可健脾胃、益肝肾|可养心神、补脾胃|可治疗肠炎|可解表和中|可健脾胃、补气血|可健脾开胃、增强免疫力|可补虚损、润五脏|可益脾胃|可补脾除湿|可开胃益中、明目|可健脾开胃|可安神解烦|可健脾养胃|可祛伏热、利小便|可健脾补虚、清热消炎|可治疗出汗不止
71,,,,
1512,293:243:870,908,因为香椿中含有丰富的钙质，而菜花中所含的化学成分会影响到钙质的消化和吸收。所以，香椿不适宜和菜花一同食用。|黄瓜中含有维生素C分解酶，会破坏到香椿中的维生素C，影响人体对维生素C的吸收，使营养大大降低，故香椿和黄瓜也不宜同食。|腹胀,润滑肌肤
1494,,,,
1485,,335:689:548:463:335:689:548:463,,可清心润肺|可清热化痰、止咳|可清热润肺、化痰止咳|可清热滋阴、润喉消炎|可清心润肺|可清热化痰、止咳|可清热润肺、化痰止咳|可清热滋阴、润喉消炎
1472,,,,
1499,,661:803:521:1500:549:578:653:492:534:1482:335:951:235:168:423,,可补肝肾、降血脂|可治疗头晕、耳鸣|可补气养血|可补肾强精、延年益寿|可乌发明目、护肤|可补脾益肾、益气养心|可清火明目|补肝益肾|可补血养肝|可滋阴补肾、清肝明目|可补肾养血、清热除烦|可滋阴润肤|清肝明目|清肝去火|美容养颜
306,,463,,化痰止咳润肺养阴
352,633,,身体不适,
235,,1482:1499:434,,缓解目赤红肿等症|清肝明目|可治高血压
1491,680:685:667,,影响营养素的吸收|影响营养素的吸收|一起吃会引起中毒，可以用地浆水治疗,
662,,824:350:238:642:553,,治遗精|可补益脾肾|可健脾利尿|可养心安神、降血压、降血糖|可涩精止带
434,939:1021,,生毒疮|腹痛,
553,690:243,662,身体不适|身体不适,可涩精止带
1478,939:950:667:930:950:945:948:956:806,,一起吃会中毒|容易引起腹泻|一起吃会引起中毒，可以用绿豆治疗|会引起中毒|会引起中毒|会危害健康|会易中毒|会引起身体不适|会引起中毒,
1488,,,,
1469,,601,,可生津止渴
1511,,,,
1488,,688:820:1318:800,,可健脾胃|可补肝肾、温肾阳|可降血脂|可补火助阳
1463,908:409:1278,,鸡蛋本身含有许多与味精成份相同的谷氨酸，所以炒鸡蛋时放味精，不仅不能增加鲜味，反而会破坏和掩盖鸡蛋的天然鲜味|鲜味反失|同吃会中毒,
1316,327:125:742:870:918:738:738,206:113:74,形成赖氨酸糖基，对人体不利|不利于营养的吸收|不利于营养的吸收；|使牛奶的营养价值大大降低|一起吃会引起中毒|腹胀|腹胀,健脾通乳利水|滋补肝肾活血行经美容乌发|补虚补血
1315,,486:423:463:573:558:463:541:620:349:661:620:79,,补充津液|滋补润肺|补充津液|可润肠通便|可解渴除烦|可清热化痰|可生津止渴、镇静安神|可治疗喘咳痰稀|可防治高血压|可润肺、生津|可治疗哮喘痰稀|可生津止渴
1313,1056,655:600:588:655:226,不宜久存,可有效治疗血吸虫病。|可清热排脓|可消暑利水|可治血吸虫病|可降血压
357,800:803,1019:296:738:738,一起吃会腹痛|寒热一起吃，易致腹泻,暖胃|袪咳止痰|驱寒、治腹痛|驱寒、治腹痛
1381,763:283:349:74:238:321:282:311:870:204:296:195,220:94:243:357:256:412:806,羊肉大热，功能益气补虚；醋中含蛋白质、糖、维生素、醋酸及多种有机酸，其性酸温，消肿活血，应与寒性食物配合，与羊肉不宜|会破坏营养价值|会损伤毛发|会降低营养价值|会降低营养价值|会降低营养价值|会营养流失|损伤牙齿|一起吃会引起腹中病结，可以用地浆水治疗|破坏营养价值|破坏胡萝卜素|胡萝卜素就会完全被破坏了,可消毒杀菌|可分解有毒物质|可清热解毒|可助消化|可消毒杀菌|可均衡营养|可营养消化吸收
1389,,1031,,去腥
1405,1061:870,,加重肾脏负担|降低营养素的吸收率,
1454,319,,中毒,
1454,,,,
1454,951:803:868,986:295,身体不适|性味相反不宜一起吃|两者共食，恐助火热，无益于健康,可除腥、补充营养|可防癌
1466,,997,,可助消化
1368,,,,
1451,,,,
1452,,,,
1371,,,,
322,,,,
1450,,,,
1351,,,,
1359,,,,
1366,,,,
1467,,,,
1354,,,,
1358,,,,
1325,870,,这两者一起吃易结成不溶性草酸钙，不仅影响吸收，还会出现头发干枯、腹泻、缺钙和生长发育缓慢等现象,
1200,,939,,消水肿
1317,,,,
1199,,,,
657,,,,
870,560:1313:1381:944:1325:1316:613:407:521:301:271:574:326:1512:1405:293:295:559,573:113:248:558:500:1318,"引起胃炎或胃蠕动异常|牛奶在加热时能与果糖反应，产生有毒的果糖氨基酸，有害人体|一起吃会引起腹中病结，可以用地浆水治疗|一起吃会引起中毒，可以用绿豆治疗|这两者一起吃易结成不溶性草酸钙，不仅影响吸收，还会出现头发干枯、腹泻、缺钙和生长发育缓慢等现象|使牛奶的营养价值大大降低|影响消化吸收，出现腹胀、腹痛、腹泻|消化不良|影响蛋白质的吸收|一起吃会引起痢疾|牛奶中含钙；钙是构成骨骼和牙齿的主要成份；牛奶与含草酸多的韭菜混合食用,就会影响钙的吸收|身体不适|影响钙质的吸收|腹胀|降低营养素的吸收率|牛奶含丰富的钙质，菜花所含的化学成份影响钙的消化吸收|影响钙的吸收|影响消化",提高维生素B12的吸收|帮助人体更好地吸收牛奶中的维生素B12|美容养颜|有助于维生素B12的吸收|滋养皮肤|缓解贫血和痛经
881,112,614,酸牛奶含丰富的钙质，黄豆所含的化学成份影响钙的消化吸收,壮骨，增加免疫力
125,908:1318:1316:611:908:927:1316,195:646:622:653:1499,鸡蛋中黏液性蛋白易和豆浆中的胰蛋白酶结合，产生一种不能被人体吸收的物质大大降低了人体对营养的吸收|豆浆中的蛋白质比牛奶高，两者冲对，产生变性沉淀，不能被人体吸收|不利于营养的吸收|身体不适|会降低营养|会不利消化吸收|会破坏营养成分,可增强免疫力|可润肤补虚、降糖降脂|可增强免疫力|可滋阴益气、清热安神、降糖降压|可补肝肾、明目
1318,135:56:129:137:514:1020:268:324:120:138:347:301:271:125:134:1021:951:263:116:256,655:486:483:463:870:195:463:321:243,有损听力，腹泻|影响消化吸收|有损听力，腹泻|有损听力，腹泻|有损五脏|一起吃会引起中毒，可以用地浆水治疗|一起吃会伤眼睛，引起眼睛不适，严重会失明|不利肠胃，易致腹泻|易导致腹泻|有损听力，腹泻|引发痼疾|引起心痛|一起吃会阻碍血液循环|豆浆中的蛋白质比牛奶高，两者冲对，产生变性沉淀，不能被人体吸收|有损听力，腹泻|中毒|一起吃会中毒，用黑豆、甘草可以解毒|一起吃伤眼睛，可以用绿豆治疗|一起吃会引起耳聋，吃绿豆可以治疗|性质相反,可驱蛔虫|缓解咳嗽|缓解咳嗽|缓解咳嗽|缓解贫血和痛经|排毒|缓解咳嗽|预防便秘|润肠通便
1232,1499,446:444,身体不适,防癌，抗老化|防癌，抗老化
1241,,,,
106,,,,
1278,1463,,同吃会中毒,
1242,,,,
1275,,,,
1230,,,,
1229,,,,
